fiscal_date,sales,cost_of_goods,gross_profit,operating_income,other_income_expense,net_income,eps_basic,eps_diluted,basic_shares_outstanding,diluted_shares_outstanding,ebitda,net_income_continuous_operations,minority_interests,preferred_stock_dividends,research_and_development,selling_general_and_administrative,other_operating_expenses,income,expense,symbol
31/12/2022,4006222000.0,682097000.0,3324125000.0,2953654000.0,,6795132000.0,8.72,8.72,779577763.0,779577763.0,7759362000.0,6795132000.0,,0.0,,398104000.0,11548000.0,8849000.0,976013000.0,CBAOF
31/12/2021,3830394000.0,757497000.0,3072897000.0,2790494000.0,,6175549000.0,7.8116,7.8116,790560831.0,790560831.0,7155657000.0,6175549000.0,,0.0,,379638000.0,10106000.0,2487000.0,980717000.0,CBAOF
31/12/2020,4233946000.0,685498000.0,3548448000.0,3211554000.0,,1043341000.0,1.3197,1.3197,790602803.0,790602803.0,2201521000.0,1043341000.0,,0.0,,379992000.0,36560000.0,3026000.0,1115324000.0,CBAOF
31/05/2023,0.0,,,-910899.0,-8791042.0,-9691005.0,-0.17,-0.17,57904096.0,57904096.0,-898666.0,-9691005.0,,,,794029.0,116870.0,12233.0,1297.0,BRYGF
31/05/2022,0.0,,,-1887726.0,43133.0,-1840691.0,-0.04,-0.04,41610721.0,41610721.0,-1837863.0,-1840691.0,,,,1688030.0,199696.0,6308.0,2406.0,BRYGF
31/05/2021,0.0,,,-663676.0,-1578363.0,-2243213.0,-0.129309,-0.129309,17347680.0,17347680.0,-2267969.0,-2243213.0,,,,320169.0,343507.0,707.0,1881.0,BRYGF
31/05/2020,0.0,,,-121659.0,265469.0,143657.0,0.026717,0.026717,5376994.0,5376994.0,937836.0,143657.0,,,,106840.0,14819.0,0.0,153.0,BRYGF
31/12/2021,1266456.0,424744.0,841712.0,-2927247.0,-340057.0,-3298022.0,-0.02,-0.02,192723258.0,192723258.0,-2882253.0,-3298022.0,,,,3817057.0,-89886.0,,30718.0,BHNGF
31/12/2020,1627481.0,718618.0,908863.0,-2694657.0,-1642533.0,-4418338.0,-0.03,-0.03,139419484.0,139419484.0,-2600616.0,-4418338.0,,,,3665072.0,-142567.0,,84464.0,BHNGF
31/12/2022,169306000.0,,,,,54806000.0,3.44,3.44,15912877.0,15912877.0,,54806000.0,,,,54195000.0,,,,MPB
31/12/2021,126502000.0,,,,,29319000.0,2.71,2.71,10806009.0,10806009.0,,29319000.0,,,,43599000.0,,,,MPB
31/12/2020,102960000.0,,,,,26209000.0,3.11,3.1,8427331.0,8427331.0,,26209000.0,,,,39438000.0,,,,MPB
31/12/2022,2412030000.0,2206243000.0,205787000.0,-476673000.0,-144791000.0,-1359880000.0,-190.4,-190.4,7868237.0,7868237.0,-425314000.0,-1359880000.0,-95664000.0,,,584180000.0,43562000.0,,12821000.0,NEUE
31/12/2021,1513033000.0,1294158000.0,218875000.0,-343627000.0,1226000.0,-1178365000.0,-241.6,-241.6,4903037.0,4903037.0,-306917000.0,-1184862000.0,-6497000.0,,,465476000.0,56176000.0,,7230000.0,NEUE
31/12/2020,514887000.0,451918000.0,62969000.0,-170383000.0,8468000.0,-248442000.0,-32.298219,-32.298219,7692127.0,7692127.0,-162094000.0,-248442000.0,0.0,,19433000.0,203532000.0,20349000.0,,0.0,NEUE
30/11/2021,3999001.0,4849232.0,-850231.0,-10294482.0,-772244.0,-13092658.0,-0.23,-0.23,56357016.0,56357016.0,-9293005.0,-13092658.0,,,,7983065.0,145423.0,,2025932.0,TCNAF
30/11/2020,6957336.0,6763136.0,194200.0,-10338247.0,-5339717.0,-17129857.0,-0.39,-0.39,43763994.0,43763994.0,-10281675.0,-17129857.0,,,,9765923.0,35841.0,,1762302.0,TCNAF
30/06/2023,1036703000.0,1013938000.0,22765000.0,-2960000.0,1758000.0,-7912000.0,-0.25,-0.25,31063489.0,31063489.0,4345000.0,-7912000.0,,,,25477000.0,,872000.0,6396000.0,CERGF
30/06/2022,1060941000.0,1005066000.0,55875000.0,23710000.0,-21055000.0,-8823000.0,-0.29,-0.29,30793602.0,30793602.0,31184000.0,-8823000.0,,,,31902000.0,,15000.0,4080000.0,CERGF
30/06/2021,748204000.0,723286000.0,24918000.0,8603000.0,-721000.0,12044000.0,0.39,0.37,30772845.0,30772845.0,13944000.0,12044000.0,,,,16053000.0,,30000.0,4306000.0,CERGF
30/06/2020,581713000.0,554395000.0,27318000.0,9374000.0,1138000.0,4337000.0,0.14,0.14,30041801.0,30041801.0,15289000.0,4337000.0,,,,17703000.0,,3000.0,5077000.0,CERGF
31/12/2022,11447000.0,1839000.0,9608000.0,-1697000.0,,-6901000.0,-0.9,-0.9,8031527.0,8031527.0,-1166000.0,-6901000.0,,0.0,,,17902000.0,28000.0,2859000.0,ADOCY
31/12/2021,1444000.0,1264000.0,180000.0,-19365000.0,,-22754000.0,-3.2,-3.2,7057600.0,7057600.0,-18185000.0,-22754000.0,,0.0,,,11510000.0,1000.0,2249000.0,ADOCY
31/12/2020,841000.0,1457000.0,-616000.0,-21149000.0,,-23324000.0,-3.3,-3.3,6973639.0,6973639.0,-20244000.0,-23324000.0,,0.0,,,13202000.0,10000.0,2066000.0,ADOCY
31/12/2022,3098733.0,2046200.0,1052533.0,-3041183.0,4192169.0,855013.0,0.1,0.1,8019208.0,8019208.0,-7195443.0,803700.0,-51313.0,,,4093716.0,,43081.0,,PETZ
31/12/2021,1081095.0,769967.0,311128.0,-3305022.0,-750587.0,-6715958.0,-1.17,-1.17,5218681.0,5218681.0,-3071122.0,-6120308.0,595650.0,,,3616150.0,,,14518.0,PETZ
31/12/2020,622801.0,449694.0,173107.0,-487580.0,2144761.0,-874668.0,-0.38,-0.38,2292500.0,2292500.0,-2553595.0,-874668.0,0.0,,0.0,669338.0,-8651.0,32448.0,1180489.0,PETZ
31/12/2023,9835600000.0,2533400000.0,7302200000.0,1831100000.0,-563900000.0,1161500000.0,8.02,7.97,144700000.0,144700000.0,2598900000.0,1161500000.0,-400000.0,,2462000000.0,2549700000.0,218800000.0,276500000.0,246900000.0,BIIB
31/12/2022,10173400000.0,2278300000.0,7895100000.0,2901900000.0,847200000.0,2961600000.0,20.96,20.87,145300000.0,145300000.0,3499500000.0,2961600000.0,85300000.0,,2231100000.0,2403600000.0,-7400000.0,89300000.0,246600000.0,BIIB
31/12/2021,10981700000.0,2109700000.0,8872000000.0,2808000000.0,-820200000.0,1727600000.0,10.44,10.4,149100000.0,149100000.0,3694700000.0,1727600000.0,-171500000.0,,2501200000.0,2674300000.0,7200000.0,11000000.0,253600000.0,BIIB
31/12/2020,13444600000.0,1805200000.0,11639400000.0,4446300000.0,781700000.0,4060500000.0,24.86,24.8,160900000.0,160900000.0,4956000000.0,4060500000.0,-59900000.0,,3990900000.0,2504500000.0,232900000.0,42000000.0,222500000.0,BIIB
31/12/2022,814000.0,616000.0,198000.0,-25877000.0,18055000.0,-7833000.0,-1.14,-1.67,6853169.0,6853169.0,-24287000.0,-7833000.0,,,11048000.0,15027000.0,,,11000.0,RGTPQ
31/12/2021,9404000.0,4316000.0,5088000.0,-32378000.0,2318000.0,-30187000.0,-9.5,-9.5,3200560.0,3200560.0,-29320000.0,-30187000.0,,,14182000.0,23284000.0,,,127000.0,RGTPQ
31/12/2020,10126000.0,4424000.0,5702000.0,-42106000.0,-566000.0,-42854000.0,-27.75,-29.0,1551172.0,1551172.0,-37923000.0,-42854000.0,,,11532000.0,36276000.0,,,,RGTPQ
31/08/2023,0.0,,,-4724162.0,-22417.0,-5267073.0,-0.05,-0.05,96419347.0,96419347.0,-4701745.0,-5267073.0,,,2356359.0,2367803.0,,1751.0,,TRYPF
31/08/2022,0.0,,,-7364062.0,-134149.0,-7494966.0,-0.1,-0.1,78064602.0,78064602.0,-7229913.0,-7494966.0,,,2964171.0,4399891.0,,3245.0,,TRYPF
31/08/2021,0.0,,,-7288103.0,-977533.0,-8254709.0,-0.14,-0.14,57512239.0,57512239.0,-6310570.0,-8254709.0,,,1280809.0,6007294.0,,10927.0,,TRYPF
31/08/2020,0.0,,,-422617.0,,-422617.0,-0.006372,-0.006372,66320171.0,66320171.0,-422617.0,-422617.0,,,8327.0,414290.0,,0.0,,TRYPF
31/03/2023,6558000000.0,,6558000000.0,-6360000000.0,10319000000.0,5168000000.0,13.537,13.163,370473587.0,370473587.0,14827000000.0,,14000000.0,,,8214000000.0,3653000000.0,10139000000.0,7111000000.0,MCQEF
31/03/2022,6887000000.0,,6887000000.0,-4020000000.0,7699000000.0,4953000000.0,12.717,12.306,358496006.0,358496006.0,8843000000.0,,-247000000.0,,,7197000000.0,2880000000.0,4325000000.0,1465000000.0,MCQEF
31/03/2021,5176000000.0,,5176000000.0,-4608000000.0,6320000000.0,3008000000.0,8.429,8.246,345940759.0,345940759.0,6584000000.0,,7000000.0,,,5773000000.0,2760000000.0,3965000000.0,1770000000.0,MCQEF
31/03/2020,5837000000.0,,5837000000.0,-4842000000.0,6437000000.0,2726000000.0,7.91,7.645,333234377.0,333234377.0,8351000000.0,,5000000.0,,,5594000000.0,2915000000.0,5156000000.0,3297000000.0,MCQEF
31/12/2023,2536500000.0,2038313000.0,498187000.0,312184000.0,2355000.0,231855000.0,4.92,4.81,47011000.0,47011000.0,360897000.0,231855000.0,-603000.0,,,173190000.0,,,19854000.0,WNC
31/12/2022,2502129000.0,2179438000.0,322691000.0,167327000.0,-367000.0,112770000.0,2.31,2.25,48626000.0,48626000.0,214614000.0,112770000.0,-512000.0,,,140153000.0,,,20525000.0,WNC
31/12/2021,1803268000.0,1606801000.0,196467000.0,61111000.0,-36693000.0,1164000.0,0.02,0.02,50684000.0,50684000.0,100829000.0,1164000.0,0.0,,,112498000.0,,,23128000.0,WNC
31/12/2020,1481889000.0,1322135000.0,159754000.0,19953000.0,-104973000.0,-97412000.0,-1.84,-1.84,52945000.0,52945000.0,68511000.0,-97412000.0,,,,117820000.0,,,24194000.0,WNC
31/12/2023,78586000000.0,64926000000.0,13660000000.0,8307000000.0,-132000000.0,5294000000.0,,,,,13161000000.0,5294000000.0,-1359000000.0,463000000.0,,985000000.0,4368000000.0,,2578000000.0,ET-I
31/12/2022,89876000000.0,76396000000.0,13480000000.0,8124000000.0,254000000.0,5868000000.0,,,,,12635000000.0,5868000000.0,-1112000000.0,422000000.0,,1018000000.0,4338000000.0,,2306000000.0,ET-I
31/12/2021,67417000000.0,54212000000.0,13205000000.0,8813000000.0,325000000.0,6687000000.0,,,,,12953000000.0,6687000000.0,-1217000000.0,285000000.0,,818000000.0,3574000000.0,,2267000000.0,ET-I
31/12/2020,38954000000.0,29165000000.0,9789000000.0,5860000000.0,-3156000000.0,140000000.0,,,,,9669000000.0,140000000.0,-788000000.0,0.0,,711000000.0,3218000000.0,,2327000000.0,ET-I
30/06/2023,3862849.0,6297467.0,-2434618.0,-18380652.0,-6802383.0,-25459967.0,-11.98,-11.98,2246630.0,2246630.0,-14794306.0,-25459967.0,,255374.0,,15946034.0,,,276932.0,INTV
30/06/2022,6550133.0,3868471.0,2681662.0,-533823.0,-13672.0,-565514.0,-0.68,-0.68,1637717.0,1637717.0,1083479.0,-565514.0,,0.0,,3215485.0,,,18289.0,INTV
30/06/2021,1851390.0,920376.0,931014.0,-21668227.0,-328873.0,-22433081.0,-20.0,-20.0,1168307.0,1168307.0,-21259425.0,-22433081.0,,384100.0,,22599241.0,,,435981.0,INTV
30/06/2020,454170.0,996409.0,-542239.0,-1014638.0,588062.0,-1081775.0,-2.5,-2.5,523113.0,523113.0,-439428.0,-1081775.0,,0.0,,472399.0,,,655199.0,INTV
31/03/2023,3338000000.0,589000000.0,2749000000.0,1296000000.0,-106000000.0,1349000000.0,2.2,2.16,614000000.0,614000000.0,1620000000.0,1349000000.0,,,313000000.0,968000000.0,,15000000.0,401000000.0,GEN
31/03/2022,2796000000.0,408000000.0,2388000000.0,1036000000.0,132000000.0,836000000.0,1.44,1.41,581000000.0,581000000.0,1169000000.0,836000000.0,,,253000000.0,1014000000.0,,0.0,126000000.0,GEN
31/03/2021,2551000000.0,362000000.0,2189000000.0,1057000000.0,-45000000.0,554000000.0,0.94,0.92,589000000.0,589000000.0,1208000000.0,554000000.0,,,267000000.0,791000000.0,,4000000.0,144000000.0,GEN
31/03/2020,2490000000.0,393000000.0,2097000000.0,621000000.0,314000000.0,3887000000.0,6.32,6.05,615000000.0,615000000.0,1019000000.0,3887000000.0,,,328000000.0,1069000000.0,,80000000.0,196000000.0,GEN
31/12/2022,3815800000.0,2948300000.0,867500000.0,724900000.0,,561000000.0,1.758,1.743,319200000.0,319200000.0,750600000.0,561000000.0,,0.0,,,152900000.0,6000000.0,4100000.0,PSMMF
31/12/2021,3610500000.0,2526700000.0,1083800000.0,960500000.0,,787200000.0,2.468,2.456,319000000.0,319000000.0,984900000.0,787200000.0,,0.0,,,129700000.0,2000000.0,3600000.0,PSMMF
31/12/2020,3328300000.0,2433900000.0,894400000.0,783500000.0,,638400000.0,2.003,1.996,318800000.0,318800000.0,806500000.0,638400000.0,,0.0,,,116300000.0,4900000.0,8600000.0,PSMMF
31/03/2023,0.0,7567.0,-7567.0,-561514.0,82928.0,-500084.0,-0.002779,-0.002779,179968292.0,179968292.0,-544433.0,-500084.0,,,,438301.0,115646.0,,21498.0,HUDRF
31/03/2022,0.0,44033.0,-44033.0,-1004877.0,-4442221.0,-5462392.0,-0.03,-0.03,178409205.0,178409205.0,-5403219.0,-5462392.0,,,,858478.0,102366.0,,15294.0,HUDRF
31/03/2021,0.0,44200.0,-44200.0,-1620388.0,-749644.0,-4874119.0,-0.03,-0.03,178397587.0,178397587.0,-4734204.0,-4874119.0,,,,1425318.0,150870.0,,2504087.0,HUDRF
31/03/2020,0.0,48149.0,-48149.0,-2194710.0,-9841016.0,-14222477.0,-0.08,-0.08,178367614.0,178367614.0,-2142144.0,-14222477.0,,,,1856605.0,289956.0,4417.0,2186751.0,HUDRF
30/09/2023,0.0,,,-2789126.0,,-320150.0,-0.02,-0.02,12968513.0,12968513.0,-2789126.0,-320150.0,,,,218254.0,2570872.0,3084260.0,,AACI
30/09/2022,0.0,,,-4503115.0,,-3622794.0,-0.17,-0.17,20709500.0,20709500.0,-4503115.0,-3622794.0,,,,111852.0,4391263.0,1025942.0,,AACI
31/12/2022,0.0,,,-1599156.0,-2533427.0,-4457327.0,-0.61,-0.61,7334971.0,7334971.0,-1284102.0,-4457327.0,,,,1599156.0,,431489.0,686581.0,CREG
31/12/2021,0.0,,,-842842.0,-8747991.0,-12230190.0,-2.18,-2.18,5608631.0,5608631.0,-599832.0,-12230190.0,,,,842842.0,,414468.0,3106965.0,CREG
31/12/2020,0.0,,,-204039.0,5533057.0,4050824.0,1.58,1.58,2564373.0,2564373.0,-14120.0,4050824.0,,,,204039.0,,185527.0,1463721.0,CREG
31/12/2023,640667000.0,491225000.0,149442000.0,-45876000.0,-45609000.0,-125294000.0,,,,,58585000.0,-125294000.0,,,,124338000.0,,,37673000.0,BATRK
31/12/2022,588561000.0,436506000.0,152055000.0,-25154000.0,23219000.0,-34172000.0,-0.55,-0.55,62130909.0,62130909.0,77144000.0,-34172000.0,,,,105512000.0,434000000.0,,29582000.0,BATRK
31/12/2021,568000000.0,,,20000000.0,1000000.0,-11000000.0,-0.208374,-0.208374,52789721.0,52789721.0,121000000.0,-11000000.0,,,,99000000.0,377000000.0,,24000000.0,BATRK
31/12/2020,178000000.0,,,-128000000.0,38000000.0,-78000000.0,-1.53,-2.0,51000000.0,51000000.0,-53000000.0,-78000000.0,,0.0,,67000000.0,170000000.0,,26000000.0,BATRK
31/12/2022,0.0,,,-8378619.0,-2958829.0,-11322437.0,-0.32,-0.32,35680113.0,35680113.0,-8069713.0,-11322437.0,,,2586590.0,3064992.0,2390089.0,20630.0,0.0,MSCLF
31/12/2021,0.0,119919.0,-119919.0,-4701352.0,-9826954.0,-15505652.0,-0.64,-0.64,24076457.0,24076457.0,-4571522.0,-15505652.0,,,2003613.0,1444824.0,1087230.0,7986.0,985332.0,MSCLF
31/12/2020,0.0,48161.0,-48161.0,-1475212.0,-85240.0,-1578530.0,-0.048028,-0.048028,32866748.0,32866748.0,-1544826.0,-1578530.0,,,892781.0,182363.0,351485.0,4971.0,23049.0,MSCLF
31/12/2023,6956000000.0,5979000000.0,977000000.0,485000000.0,-536000000.0,-261000000.0,-1.96,-1.96,135000000.0,135000000.0,241000000.0,-261000000.0,-4000000.0,,,488000000.0,4000000.0,,115000000.0,KBR
31/12/2022,6564000000.0,5736000000.0,828000000.0,404000000.0,-33000000.0,192000000.0,1.36,1.26,139000000.0,139000000.0,473000000.0,192000000.0,-2000000.0,,,420000000.0,4000000.0,,87000000.0,KBR
31/12/2021,7339000000.0,6533000000.0,806000000.0,399000000.0,-173000000.0,35000000.0,0.19,0.19,140000000.0,140000000.0,366000000.0,35000000.0,-8000000.0,,,393000000.0,14000000.0,,80000000.0,KBR
31/12/2020,5767000000.0,5101000000.0,666000000.0,331000000.0,-273000000.0,-51000000.0,-0.51,-0.51,142000000.0,142000000.0,477000000.0,-51000000.0,-21000000.0,,,335000000.0,,,83000000.0,KBR
31/12/2022,7149740000.0,3629354000.0,3520386000.0,734673000.0,,506255000.0,0.7575,0.7575,644800000.0,644800000.0,1097064000.0,506255000.0,-18575000.0,0.0,53647000.0,124144000.0,426014000.0,47555000.0,47176000.0,KNRRY
31/12/2021,6705640000.0,3254504000.0,3451136000.0,902230000.0,,647368000.0,0.9625,0.9625,644800000.0,644800000.0,1220341000.0,647368000.0,-26058000.0,0.0,48249000.0,131555000.0,397144000.0,16203000.0,52613000.0,KNRRY
31/12/2020,6156746000.0,2896310000.0,3260436000.0,843127000.0,,532171000.0,0.7675,0.7675,644800000.0,644800000.0,1124237000.0,532171000.0,-36672000.0,0.0,45087000.0,119010000.0,408905000.0,14581000.0,51907000.0,KNRRY
31/07/2023,0.0,,,-1937592.0,-3763935.0,-5682322.0,-0.04,-0.04,128275979.0,128275979.0,-1917411.0,-5682322.0,,,,1642935.0,294657.0,20181.0,976.0,SULMF
31/07/2022,0.0,,,-10574018.0,-1510208.0,-12057828.0,-0.13,-0.13,96097137.0,96097137.0,-9045314.0,-12057828.0,,,,4980454.0,5593564.0,26398.0,,SULMF
31/07/2021,0.0,,,-1722593.0,-421856.0,-1950805.0,-0.03,-0.03,60553760.0,60553760.0,-1491033.0,-1950805.0,,,,1380141.0,342452.0,210699.0,17055.0,SULMF
31/07/2020,0.0,,,-2600643.0,3271770.0,805466.0,0.02,0.02,52677456.0,52677456.0,-2442754.0,805466.0,,,,2600643.0,,121998.0,1798.0,SULMF
31/12/2023,659511000.0,463258000.0,196253000.0,87041000.0,-1807000.0,34951000.0,1.34,1.34,26174174.0,26174174.0,113730000.0,34951000.0,,,,96660000.0,,,41273000.0,GRC
31/12/2022,521027000.0,390090000.0,130937000.0,40183000.0,-7071000.0,11195000.0,0.43,0.43,26089976.0,26089976.0,54270000.0,11195000.0,,,,83117000.0,,,19240000.0,GRC
31/12/2021,378316000.0,282419000.0,95897000.0,39356000.0,-2108000.0,29851000.0,1.14,1.14,26185088.0,26185088.0,49162000.0,29851000.0,,,,56004000.0,,,0.0,GRC
31/12/2020,348967000.0,259412000.0,89555000.0,35753000.0,-4507000.0,25188000.0,0.97,0.97,25967010.0,25967010.0,43938000.0,25188000.0,,,,52708000.0,,,0.0,GRC
31/12/2022,3714000000.0,704000000.0,3010000000.0,477000000.0,,232000000.0,0.1157,0.1151,2002000000.0,2002000000.0,855000000.0,317000000.0,0.0,0.0,,,517000000.0,5000000.0,77000000.0,RKLIF
31/12/2021,2957000000.0,586000000.0,2371000000.0,368000000.0,,263000000.0,0.1416,0.141,1858000000.0,1858000000.0,672000000.0,347000000.0,0.0,0.0,,,379000000.0,1000000.0,34000000.0,RKLIF
31/12/2020,2803000000.0,583000000.0,2220000000.0,302000000.0,,186000000.0,0.1003,0.0998,1853000000.0,1853000000.0,627000000.0,294000000.0,0.0,0.0,,,380000000.0,6000000.0,40000000.0,RKLIF
31/12/2023,552764000000.0,403443000000.0,149321000000.0,80002000000.0,,49932000000.0,24.5,24.5,2033000000.0,2033000000.0,100589000000.0,66784000000.0,-107000000.0,0.0,26645000000.0,41031000000.0,1643000000.0,2690000000.0,1167000000.0,VOLVF
31/12/2022,473479000000.0,361741000000.0,111738000000.0,49647000000.0,,32969000000.0,16.09,16.09,2033000000.0,2033000000.0,69725000000.0,45712000000.0,-247000000.0,0.0,22526000000.0,34924000000.0,4641000000.0,1008000000.0,1205000000.0,VOLVF
31/12/2021,372216000000.0,282463000000.0,89753000000.0,42275000000.0,,33243000000.0,16.12,16.12,2033000000.0,2033000000.0,61253000000.0,43074000000.0,-456000000.0,0.0,18027000000.0,28829000000.0,622000000.0,358000000.0,1167000000.0,VOLVF
31/12/2020,338446000000.0,259319000000.0,79127000000.0,29132000000.0,,20074000000.0,9.5,9.5,2033000000.0,2033000000.0,51659000000.0,27484000000.0,-755000000.0,0.0,16798000000.0,31131000000.0,2066000000.0,299000000.0,1349000000.0,VOLVF
31/10/2023,892076000.0,555914000.0,336162000.0,253050000.0,2466000.0,199634000.0,,,61139000.0,,348748000.0,199634000.0,-74149000.0,,13654000.0,69458000.0,,14863000.0,433000.0,PLAB
31/10/2022,824549000.0,530336000.0,294213000.0,211866000.0,27344000.0,179242000.0,1.96,1.94,60559000.0,60559000.0,293876000.0,179242000.0,-60456000.0,,18341000.0,63989000.0,17000.0,1680000.0,1857000.0,PLAB
31/10/2021,663761000.0,496717000.0,167044000.0,94554000.0,7972000.0,78816000.0,0.9,0.89,61407000.0,61407000.0,186115000.0,78816000.0,-23367000.0,,18490000.0,57525000.0,-3525000.0,1165000.0,1685000.0,PLAB
31/10/2020,609691000.0,475037000.0,134654000.0,63928000.0,-501000.0,40343000.0,0.52,0.52,64866000.0,64866000.0,158283000.0,40343000.0,-6523000.0,,17144000.0,53582000.0,,541000.0,2367000.0,PLAB
31/12/2022,8565600000.0,4479200000.0,4086400000.0,370100000.0,,-432500000.0,-0.399,-0.407,1467171590.0,1467171590.0,642000000.0,-432500000.0,-152200000.0,0.0,42000000.0,,2387000000.0,6400000.0,231200000.0,GBLBY
31/12/2021,6491300000.0,3436900000.0,3054400000.0,714200000.0,,434800000.0,0.183,0.183,1521571420.0,1521571420.0,1108500000.0,434800000.0,-156000000.0,0.0,38000000.0,,1483200000.0,5100000.0,148000000.0,GBLBY
31/12/2020,6292400000.0,3312500000.0,2979900000.0,1013700000.0,,429300000.0,0.253,0.253,1543608820.0,1543608820.0,1272300000.0,429300000.0,-38300000.0,0.0,47000000.0,,1416200000.0,3000000.0,148600000.0,GBLBY
31/03/2019,2374114.0,1557652.0,816462.0,-23742593.0,-9914055.0,-33784721.0,-0.08,-0.08,409223251.0,409223251.0,-20589837.0,-33784721.0,,,11958.0,21649294.0,,,128073.0,BLEVF
31/12/2022,0.0,,,-18920542.0,,-15642548.0,-0.42,-0.42,37214269.0,37214269.0,-18920542.0,-15642548.0,,,,10004519.0,8716023.0,4257469.0,,DWAC
31/12/2021,0.0,,,-1641984.0,7098.0,-1951280.0,-0.12,-0.12,16591634.0,16591634.0,-1641984.0,-1951280.0,,,,472789.0,969195.0,7098.0,,DWAC
31/07/2022,-15724959.0,,,,,-17471302.0,,,,,,,,,,1031539.0,714804.0,,,RIV-A
31/07/2021,44318266.0,,,,,42773349.0,,,,,,,,,,755539.0,789378.0,,,RIV-A
31/07/2020,-605672.0,,,,,-1943773.0,,,,,,,,,,688639.0,649462.0,,,RIV-A
30/09/2019,,,,,,,-0.02,-0.02,87024671.0,87024671.0,,,,,,,,,,PLYZ
31/03/2023,0.0,,,-1036778.0,,145511.0,,,,,-1036778.0,145511.0,,,,998735.0,998735.0,1483785.0,,GDSTU
31/03/2022,0.0,,,-55651.0,,-53448.0,,,,,-55651.0,-53448.0,,,,43401.0,43401.0,2203.0,,GDSTU
31/12/2022,0.0,,,-1287926.0,452065.0,-1556055.0,-0.51,-0.51,3034022.0,3034022.0,-1277846.0,-1556055.0,,,,1252647.0,35279.0,10080.0,730274.0,NGLD
31/12/2021,0.0,,,-127133.0,-466853.0,-692571.0,-0.16,-0.16,4466682.0,4466682.0,-126378.0,-692571.0,,,,100802.0,26331.0,755.0,99340.0,NGLD
31/12/2020,0.0,,,-49990.0,335267.0,288158.0,0.06,0.06,4455093.0,4455093.0,-47109.0,288158.0,,,,32379.0,17611.0,2881.0,0.0,NGLD
31/12/2023,59735000000.0,,,,,11406000000.0,,,,,,15383000000.0,-431000000.0,677000000.0,,,12999000000.0,,,BNPQF
31/12/2022,57477000000.0,,,,,10248000000.0,7.52,7.52,1232991607.0,1232991607.0,,14037000000.0,-400000000.0,575000000.0,,10447000000.0,12702000000.0,,,BNPQF
31/12/2021,56355000000.0,,,,,9880000000.0,7.26,7.26,1247014704.0,1247014704.0,,13637000000.0,-392000000.0,436000000.0,,9679000000.0,3640000000.0,,,BNPQF
31/12/2020,52285000000.0,,,,,7415000000.0,5.31,5.31,1247821717.0,1247821717.0,,9822000000.0,-348000000.0,441000000.0,,9144000000.0,3267000000.0,,,BNPQF
31/12/2023,30299000000.0,,,,,17408000000.0,,,,,,17408000000.0,,,,2754000000.0,,,,FNMAJ
31/12/2022,30722000000.0,,,,,12923000000.0,,,,,,12923000000.0,,,,2479000000.0,,,,FNMAJ
31/12/2021,31455000000.0,,,,,22176000000.0,,,,,,22176000000.0,,,,2248000000.0,,,,FNMAJ
31/12/2020,23734000000.0,,,,,11805000000.0,,,,,,11805000000.0,,,,2147000000.0,,,,FNMAJ
31/05/2022,0.0,,,-801512.0,-26064982.0,-26878994.0,-0.11,-0.11,249328248.0,249328248.0,-801512.0,-27023381.0,,,,801512.0,,,12500.0,TRARF
31/05/2021,0.0,0.0,0.0,-1251784.0,455855.0,-945929.0,-0.004219,-0.004219,224223484.0,224223484.0,-1251784.0,-614706.0,,,,1251784.0,,,150000.0,TRARF
31/05/2020,0.0,843.0,-843.0,-581061.0,-188461.0,-896522.0,-0.00453,-0.00453,197914370.0,197914370.0,-580218.0,-921961.0,,,,580218.0,,,127000.0,TRARF
31/12/2023,98581000000.0,,,,,26515000000.0,,,,,,26515000000.0,,,,49815000000.0,,,,BAC.PR.Q
31/12/2022,94950000000.0,,,,,27528000000.0,,,,,,27528000000.0,,1513000000.0,,45946000000.0,,,,BAC.PR.Q
31/12/2021,89113000000.0,,,,,31978000000.0,,,,,,31978000000.0,,1421000000.0,,45049000000.0,,,,BAC.PR.Q
31/12/2020,85528000000.0,,,,,17894000000.0,,,,,,17894000000.0,,1421000000.0,,41156000000.0,,,,BAC.PR.Q
31/12/2023,1794700000.0,1327300000.0,467400000.0,103200000.0,,34800000.0,,,,,186400000.0,34800000.0,0.0,0.0,,357600000.0,6600000.0,7000000.0,57600000.0,ONXYY
31/12/2022,1672200000.0,1294700000.0,377500000.0,33600000.0,,-270300000.0,-1.67,-1.67,162060064.0,162060064.0,102400000.0,-270300000.0,0.0,0.0,,349000000.0,-5100000.0,800000.0,49300000.0,ONXYY
31/12/2021,1408700000.0,1007000000.0,401700000.0,97600000.0,,-61900000.0,-0.38,-0.38,161900212.0,161900212.0,171900000.0,-61900000.0,,0.0,,304100000.0,4200000.0,600000.0,34800000.0,ONXYY
31/12/2020,2086800000.0,1477700000.0,609100000.0,154300000.0,,54000000.0,0.335,0.335,161702454.0,161702454.0,234200000.0,54000000.0,,0.0,,451800000.0,3000000.0,1800000.0,33600000.0,ONXYY
31/12/2022,219624000.0,,,,,63188000.0,,,,,,63188000.0,,229000.0,,77143000.0,,,,CCNEP
31/12/2021,189378000.0,,,,,57707000.0,,,,,,57707000.0,,183000.0,,65765000.0,,,,CCNEP
31/12/2020,159635000.0,,,,,32743000.0,,,,,,32743000.0,,100000.0,,53130000.0,,,,CCNEP
